Survived,Pclass,Gender,Age,Fare,Cabin,BoardPort,Age_Group,WithFamily,Family_Size,Family_Group,Average_Fare,Fare_Group,name_length,nLength_group,title,Minor
1,2,female,42.0,13.0,G,S,adult,0,1,loner,13.0,mid,24,medium,Mrs,0
1,2,female,27.0,13.8583,G,C,Young_Adult,1,2,small,6.92915,low,28,medium,Miss,0
0,1,male,31.0,50.4958,A,S,Young_Adult,0,1,loner,50.4958,very_high,36,good,Mr,0
0,3,male,15.0,9.5,G,S,teenager,0,1,loner,9.5,low,27,medium,Mr,1
1,3,male,4.0,11.1333,G,S,toddler,1,3,small,3.7111,Very_low,31,medium,Master,1
0,3,male,26.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,17,short,Mr,0
1,1,female,47.0,52.5542,D,S,middle_aged,1,3,small,17.518066666666666,mid,48,long,Mrs,0
0,1,male,33.0,5.0,B,S,Young_Adult,0,1,loner,5.0,low,24,medium,Mr,0
0,3,male,47.0,9.0,G,S,middle_aged,0,1,loner,9.0,low,27,medium,Mr,0
1,2,female,28.0,24.0,F,C,Young_Adult,1,2,small,12.0,mid,37,good,Mrs,0
1,3,female,15.0,7.225,G,C,teenager,0,1,loner,7.225,low,32,medium,Miss,1
0,3,male,20.0,9.8458,G,S,Young_Adult,0,1,loner,9.8458,low,29,medium,Mr,0
0,3,male,34.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,18,short,Mr,0
1,1,female,56.0,83.1583,C,C,senior_citizen,1,2,small,41.57915,high,45,good,Mrs,0
1,2,female,25.0,26.0,F,S,Young_Adult,1,2,small,13.0,mid,44,good,Mrs,0
0,3,male,33.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,18,short,Mr,0
0,3,female,22.0,10.5167,G,S,Young_Adult,0,1,loner,10.5167,mid,28,medium,Miss,0
0,2,male,28.0,10.5,G,S,Young_Adult,0,1,loner,10.5,mid,29,medium,Mr,0
0,3,male,25.0,7.05,G,S,Young_Adult,0,1,loner,7.05,low,22,medium,Mr,0
0,3,female,39.0,29.125,T,Q,adult,1,6,large,4.854166666666667,low,36,good,Mrs,0
0,2,male,27.0,13.0,G,S,Young_Adult,0,1,loner,13.0,mid,21,medium,rare,0
1,1,female,19.0,30.0,B,S,Young_Adult,0,1,loner,30.0,high,28,medium,Miss,0
0,3,female,15.0,23.45,F,S,teenager,1,4,small,5.8625,low,40,good,Miss,1
1,1,male,26.0,30.0,C,C,Young_Adult,0,1,loner,30.0,high,21,medium,Mr,0
0,3,male,32.0,7.75,G,Q,Young_Adult,0,1,loner,7.75,low,19,short,Mr,0
